company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
The Toro Company,Mechanical Engineering Intern - Ditch Witch,Summer 2027,False,,Internship,,Mechanical Design,"Perry, OK",no-sponsorship,2,,SolidWorks; Creo; AutoCAD,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Perry-OK/Mechanical-Engineering-Intern---Ditch-Witch_JR17101
Allen Control Systems,"Manufacturing Engineering Co-op / Intern, 2027",Summer 2027,False,,Internship / Co-op,,Manufacturing & Quality,"Pflugerville, TX",unknown,,,SolidWorks; Creo; CAD; GD&T; Six Sigma; Lean Manufacturing; Computer Vision,2026-09-09T01:13:50.674+00:00,exact,2026-09-09T04:58:36Z,https://jobs.ashbyhq.com/allen-control-systems/e7cefcf6-7322-43ba-861e-22e76f8186bd
Saronic,Manufacturing Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,"Franklin, LA",citizens-only,,,Lean Manufacturing,2026-09-09T19:46:42.155+00:00,exact,2026-09-09T21:07:19Z,https://jobs.ashbyhq.com/saronic/2b037fca-754c-4077-b224-eb35cf2b2b97
Saronic,Mechanical Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Mechanical Design,"Austin, TX",citizens-only,,,SolidWorks; AutoCAD; CAD; CFD,2026-09-09T19:47:04.501+00:00,exact,2026-09-09T21:07:19Z,https://jobs.ashbyhq.com/saronic/f52ae6eb-7eba-4c64-97c7-57e2a234e088
Pacific Fusion,Summer 2027 Internship- Mechanical Engineering,Summer 2027,False,,Internship,,Mechanical Design,"San Leandro, CA/Fremont, CA or Los Lunas, NM",citizens-only,,,Python; MATLAB; SolidWorks; Creo; CAD; FEA,2026-09-09T16:15:23-04:00,exact,2026-09-10T16:38:30Z,https://job-boards.greenhouse.io/pacificfusion/jobs/4398312009
Pacific Fusion,Summer 2027 Internship-Manufacturing Engineering,Summer 2027,False,,Internship,,Manufacturing & Quality,"San Leandro, CA - Fremont, CA - Los Lunas, NM",citizens-only,,,Python; MATLAB; CAD,2026-09-09T14:47:52-04:00,exact,2026-09-10T16:38:30Z,https://job-boards.greenhouse.io/pacificfusion/jobs/4398388009
Rocket Lab,Additive Manufacturing Intern Summer 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"Long Beach, CA",citizens-only,,,SolidWorks; Siemens NX; CAD; FEA; CAM,2026-09-09T18:35:11-04:00,exact,2026-09-10T05:00:54Z,https://job-boards.greenhouse.io/rocketlab/jobs/7984600003
Rocket Lab,Combustion Devices Intern Summer 2027,Summer 2027,False,,Internship,,"Thermal, Fluids & Propulsion","Long Beach, CA",citizens-only,,,MATLAB; Siemens NX; CAD; GD&T; ANSYS; FEA; CAM,2026-09-09T18:43:44-04:00,exact,2026-09-10T05:00:54Z,https://job-boards.greenhouse.io/rocketlab/jobs/7986748003
Rocket Lab,Turbomachinery Intern Summer 2027,Summer 2027,False,,Internship,,"Thermal, Fluids & Propulsion","Long Beach, CA",citizens-only,,,Python; MATLAB; SolidWorks; Siemens NX; CATIA; CAD; GD&T; ANSYS,2026-09-09T19:45:13-04:00,exact,2026-09-10T05:00:54Z,https://job-boards.greenhouse.io/rocketlab/jobs/7987208003
Rocket Lab,Integration & Test Intern Summer 2027,Summer 2027,False,,Internship,,Test & Validation,"Long Beach, CA",citizens-only,,,Python; JavaScript; Siemens NX,2026-09-09T19:38:22-04:00,exact,2026-09-10T05:00:54Z,https://job-boards.greenhouse.io/rocketlab/jobs/7987250003
Rocket Lab,GNC Intern Summer 2027,Summer 2027,False,,Internship,,Controls & Mechatronics,"Littleton, CO",citizens-only,,,Python; MATLAB,2026-09-09T19:35:20-04:00,exact,2026-09-10T05:00:54Z,https://job-boards.greenhouse.io/rocketlab/jobs/7989993003
Emerson Electric,Mechanical Engineering Internship - Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"Austin, TX, United States",no-sponsorship,8,,Creo; CAD; DFM/DFA; Tolerance Analysis,2026-09-09,date_only,2026-09-09T04:58:36Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26009934
Avery Dennison,RFID New Product Development Engineering Intern Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"Fletcher, NC, United States",no-sponsorship,26,$25.5–$29/hr,CNC,2026-09-09T17:55:58.140Z,exact,2026-09-09T21:07:19Z,https://jobs.smartrecruiters.com/AveryDennison/744000148579064
Bosch,Manufacturing Engineer Intern - Summer 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"Lincolnshire, IL, United States",unknown,188,$20–$27/hr,Creo; CAD; FMEA,2026-09-09T14:09:02.135Z,exact,2026-09-09T16:52:46Z,https://jobs.smartrecruiters.com/BoschGroup/744000148518808
Bosch,Manufacturing Engineer Intern - Summer 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"Lincolnshire, IL, United States",unknown,188,,Creo; CAD; FMEA,2026-09-09T15:19:22.421Z,exact,2026-09-09T16:52:46Z,https://jobs.smartrecruiters.com/BoschGroup/744000148542054
Lawrence Livermore National Laboratory (LLNL),Materials Engineering Division (MED): Undergraduate Intern - Summer 2027,Summer 2027,False,,Internship,,Materials Engineering,"Livermore, CA, United States",citizens-only,,,,2026-09-09T00:23:05.903Z,exact,2026-09-09T04:58:36Z,https://jobs.smartrecruiters.com/LLNL/3743990015127766
RESPEC,Student Engineering Intern (Mechanical or Electrical),Not stated,True,,Internship,,Mechanical Design,"Anchorage, AK, United States",unknown,,,,2026-09-09T19:35:08.807Z,exact,2026-09-09T21:07:19Z,https://jobs.smartrecruiters.com/RESPECInc/744000148594874
RESPEC,Student Engineering Intern (Structural),Not stated,True,,Internship,,Structures & FEA,"Anchorage, AK, United States",unknown,,,AutoCAD,2026-09-09T19:48:35.304Z,exact,2026-09-09T21:07:19Z,https://jobs.smartrecruiters.com/RESPECInc/744000148597749
Allegion,Summer Intern - Mechanical Engineer,Not stated,True,,Internship,,Mechanical Design,"Colorado Springs, CO",unknown,,,Creo; CAD,2026-09-09T00:00:00Z,date_only,2026-09-10T05:00:54Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Colorado-Springs-CO/Summer-Intern---Mechanical-Engineer_JR37316-1
Allegion,Summer Intern - Mechanical Engineering,Not stated,True,,Internship,,Mechanical Design,"Everett, WA",unknown,,,AutoCAD; CAD,2026-09-09T00:00:00Z,date_only,2026-09-10T05:00:54Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Everett-WA/Mechanical-Engineering-Intern_JR37384-2
Allegion,"Summer Intern – Mechanical Engineer – Golden, CO",Not stated,True,,Internship,,Mechanical Design,"Golden, CO",unknown,,,Creo; GD&T; DFM/DFA; Tolerance Analysis; FMEA,2026-09-09T00:00:00Z,date_only,2026-09-10T05:00:54Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Golden-CO/Summer-Intern---Mechanical-Engineer---Golden--CO_JR37455-2
Allegion,"Summer Intern – Mechanical Engineer, Indianapolis, IN",Not stated,True,,Internship,,Mechanical Design,"Indianapolis, IN - Hague Rd",unknown,,,Creo; GD&T; DFM/DFA; Tolerance Analysis; FMEA,2026-09-09T00:00:00Z,date_only,2026-09-10T05:00:54Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Indianapolis-IN---Hague-Rd/Summer-Intern---Mechanical-Engineer--Indianapolis--IN_JR37453-1
Allegion,Summer Intern - Mechanical Engineer,Not stated,True,,Internship,,Mechanical Design,"Indianapolis, IN - Hague Rd",unknown,,,,2026-09-09T00:00:00Z,date_only,2026-09-10T05:00:54Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Indianapolis-IN---Hague-Rd/Summer-Intern---Mechanical-Engineer_JR37491-1
Allegion,Summer Intern - Controls Engineering,Summer 2027,False,,Internship,,Controls & Mechatronics,"Indianapolis, IN - Tobey Dr",unknown,,,,2026-09-09T00:00:00Z,date_only,2026-09-09T21:07:19Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Indianapolis-IN---Tobey-Dr/Summer-Intern---Controls-Engineering_JR37366-1
Allegion,Summer Intern - Manufacturing Engineering - Assembly,Not stated,True,,Internship,,Manufacturing & Quality,"Indianapolis, IN - Tobey Dr",unknown,,,Creo; DFM/DFA,2026-09-09T00:00:00Z,date_only,2026-09-09T21:07:19Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Indianapolis-IN---Tobey-Dr/Summer-Intern---Manufacturing-Engineering---Assembly_JR37346-1
Clarios,Advanced Manufacturing Intern (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,"United States, Michigan, Holland",no-sponsorship,18,,,2026-09-09T00:00:00Z,date_only,2026-09-09T16:52:46Z,https://clarios.wd5.myworkdayjobs.com/clarioscareers/job/United-States-Michigan-Holland/Advanced-Manufacturing-Intern--Summer-2027-_WD49914
General Motors,2027 Summer Intern – Manufacturing Engineering – Global Artisan Innovation Center,Summer 2027,False,,Internship,,Manufacturing & Quality,"Warren, Michigan, United States of America",unknown,928,,CAD; PLM; Six Sigma; Lean Manufacturing,2026-09-09T00:00:00Z,date_only,2026-09-09T21:07:19Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Warren-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---Manufacturing-Engineering---Global-Artisan-Innovation-Center_JR-202619920
General Motors,2027 Summer Intern - PFMEA Manufacturing Engineer,Summer 2027,False,,Internship,,Manufacturing & Quality,"Warren, Michigan, United States of America",unknown,928,,FMEA,2026-09-09T00:00:00Z,date_only,2026-09-10T05:00:54Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Warren-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---PFMEA-Manufacturing-Engineer_JR-202619950
Graco,Manufacturing Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Dayton, Minnesota, USA (French Lake)",no-sponsorship,,,AutoCAD; CAD; React,2026-09-09T00:00:00Z,date_only,2026-09-09T16:52:46Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Dayton-Minnesota-USA-French-Lake/Manufacturing-Engineering-Intern_R0023564
Graco,Automation Engineering Co-Op (January - August 2027),Summer 2027,False,,Co-op,,Controls & Mechatronics,"Rogers, Minnesota, USA (David Koch Center)",no-sponsorship,,,AutoCAD; CAD; React,2026-09-09T00:00:00Z,date_only,2026-09-09T16:52:46Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Rogers-Minnesota-USA-David-Koch-Center/Automation-Engineering-Co-Op--January---August-2027-_R0023586
Graco,Manufacturing Engineering (Operational Technology) Co-op (January - August 2027),Summer 2027,False,,Co-op,,Manufacturing & Quality,"Rogers, Minnesota, USA (David Koch Center)",no-sponsorship,,,AutoCAD; CAD; React,2026-09-09T00:00:00Z,date_only,2026-09-09T16:52:46Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Rogers-Minnesota-USA-David-Koch-Center/Manufacturing-Engineering--Operational-Technology--Co-op--January---August-2027-_R0023574
Graco,Quality Engineering Co-op (January - August 2027),Summer 2027,False,,Co-op,,Manufacturing & Quality,"Rogers, Minnesota, USA (David Koch Center)",no-sponsorship,,,,2026-09-09T00:00:00Z,date_only,2026-09-09T16:52:46Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Rogers-Minnesota-USA-David-Koch-Center/Quality-Engineering-Co-op--January---August-2027-_R0023573
HMH,Manufacturing Shop Operations Intern,Summer 2027,False,,Internship,,Manufacturing & Quality,"Houston, TX",unknown,,,,2026-09-09T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://hmhw.wd12.myworkdayjobs.com/hmh_careers/job/Houston-TX/Manufacturing-Shop-Operations-Intern_JR102389
HMH,Mechanical Engineering Intern,Summer 2027,False,,Internship,,Mechanical Design,"Houston, TX",unknown,,,,2026-09-09T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://hmhw.wd12.myworkdayjobs.com/hmh_careers/job/Houston-TX/Mechanical-Engineering-Intern_JR102383
Hypertherm,Mechanical Engineering Winter/Spring Internship or Co-Op - Central Engineering (NH),Not stated,True,,Internship / Co-op,,Mechanical Design,"Hanover, NH",unknown,9,,SolidWorks; CAD; PLM,2026-09-09T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://hypertherm.wd503.myworkdayjobs.com/hypertherm-careers/job/Hanover-NH/Mechanical-Engineering-Winter-Spring-Internship-or-Co-Op---Central-Engineering--NH-_R4060
Hypertherm,Mechanical Engineering Winter/Spring Internship or Co-Op - Central Engineering (WA),Not stated,True,,Internship / Co-op,,Mechanical Design,"Kent, WA",unknown,9,,SolidWorks; CAD; PLM,2026-09-09T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://hypertherm.wd503.myworkdayjobs.com/hypertherm-careers/job/Kent-WA/Mechanical-Engineering-Winter-Spring-Internship-or-Co-Op---Central-Engineering--WA-_R4061
IDEX,Mechanical Engineer-Intern,Not stated,True,,Internship,,Mechanical Design,"Oklahoma City, Oklahoma",unknown,2,,SolidWorks; Creo; CAD,2026-09-09T00:00:00Z,date_only,2026-09-09T16:52:46Z,https://idexcorp.wd5.myworkdayjobs.com/idex_careers/job/Oklahoma-City-Oklahoma/Mechanical-Engineer-Intern_R-09824-1
Johnson & Johnson,Product Development Engineering Spring Co-op,Not stated,True,,Co-op,,Mechanical Design,"Santa Clara, California, United States of America",unknown,8,$27/hr,SolidWorks; Creo; CAD; GD&T; DFM/DFA; Tolerance Analysis; Six Sigma,2026-09-09T00:00:00Z,date_only,2026-09-09T21:07:19Z,https://jj.wd5.myworkdayjobs.com/JJ/job/Santa-Clara-California-United-States-of-America/Product-Development-Engineering-Intern_R-095154
Leidos,Aerospace M&S Engineer Intern,Not stated,True,,Internship,,Aerospace & Flight Sciences,"Huntsville, AL",citizens-only,79,,Python; C++; MATLAB; Simulink; Linux; Git,2026-09-09T00:00:00Z,date_only,2026-09-09T21:07:19Z,https://leidos.wd5.myworkdayjobs.com/External/job/Huntsville-AL/Aerospace-M-S-Engineer-Intern_R-00191760
Leidos,Mechanical Design Engineer Summer Intern,Not stated,True,,Internship,,Mechanical Design,"Huntsville, AL",citizens-only,79,,SolidWorks; CAD; GD&T,2026-09-09T00:00:00Z,date_only,2026-09-09T21:07:19Z,https://leidos.wd5.myworkdayjobs.com/External/job/Huntsville-AL/Mechanical-Design-Engineer-Summer-Intern_R-00191782
Momentive,Summer 2027 Intern - Waterford Manufacturing Engineering,Summer 2027,False,,Internship,,Manufacturing & Quality,US NY Waterford,unknown,44,,,2026-09-09T00:00:00Z,date_only,2026-09-09T21:07:19Z,https://momentive.wd1.myworkdayjobs.com/MC/job/US-NY-Waterford/Summer-2027-Intern---Waterford-Manufacturing-Engineering_R9885
Moog,"Intern, Design Engineering",Summer 2027,False,,Internship,,Mechanical Design,"Mineral Wells, TX",unknown,2,,,2026-09-09T00:00:00Z,date_only,2026-09-09T11:40:53Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Mineral-Wells-TX/Intern--Design-Engineering_R-26-19881
Moog,"Intern, Design Engineering",Summer 2027,False,,Internship,,Mechanical Design,"Mineral Wells, TX",unknown,2,,,2026-09-09T00:00:00Z,date_only,2026-09-09T11:40:53Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Mineral-Wells-TX/Intern--Design-Engineering_R-26-19882
Moog,"Intern, Hardware Design Engineering",Summer 2027,False,,Internship,,Mechanical Design,"Mineral Wells, TX",unknown,2,,,2026-09-09T00:00:00Z,date_only,2026-09-09T11:40:53Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Mineral-Wells-TX/Intern--Hardware-Design-Engineering_R-26-19887
J.M. Smucker,"Packaging Engineering Intern- 2027, 6-8 month Co-Op",Summer 2027,False,,Internship / Co-op,,Mechanical Design,"Orrville, OH",unknown,9,$22–$27/hr,,2026-09-09T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://smucker.wd5.myworkdayjobs.com/US_External_Careers/job/Orrville-OH/Packaging-Engineering-Intern--2027--6-8-month-Co-Op_115697
Allen Control Systems,"Mechanical Engineering Intern, 2027",Summer 2027,False,,Internship,,Mechanical Design,"Austin, TX",unknown,,,SolidWorks; CAD; Computer Vision,2026-09-08T21:19:52.236+00:00,exact,2026-09-09T04:58:36Z,https://jobs.ashbyhq.com/allen-control-systems/ad41a645-7b94-407d-a579-003fba1b8e68
Bedrock Robotics,Internship 2027 Sensor Hardware Test Engineer,Summer 2027,False,,Internship,,Test & Validation,"San Francisco, CA",unknown,,,Python; CAD; Git,2026-09-08T22:19:22.249+00:00,exact,2026-09-09T16:52:46Z,https://jobs.ashbyhq.com/bedrock-robotics/1f413f83-b897-4938-a19e-ab91bd326c51
Syska Hennessy Group,Mechanical Engineering Summer Intern,Not stated,True,,Internship,,Mechanical Design,"Los Angeles, CA",unknown,,,AutoCAD,2026-09-08T11:53:07-04:00,exact,2026-09-08T16:50:50Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8175600
Syska Hennessy Group,Mechanical Engineering Summer Intern,Not stated,True,,Internship,,Mechanical Design,"San Diego, CA",unknown,,,AutoCAD,2026-09-08T12:10:40-04:00,exact,2026-09-08T16:50:50Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177222
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Mechanical Design,"San Francisco, CA",unknown,,,AutoCAD,2026-09-08T12:12:04-04:00,exact,2026-09-08T16:50:50Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177276
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Mechanical Design,"Chicago, IL",unknown,,,AutoCAD,2026-09-08T11:45:01-04:00,exact,2026-09-08T16:50:50Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177404
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Mechanical Design,"Dallas, TX",unknown,,,AutoCAD,2026-09-08T11:50:42-04:00,exact,2026-09-08T16:50:50Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177511
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Mechanical Design,"New York, NY",unknown,,,AutoCAD,2026-09-08T12:07:43-04:00,exact,2026-09-08T16:50:50Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177739
Syska Hennessy Group,Mechanical Engineering Summer Intern,Not stated,True,,Internship,,Mechanical Design,"Charlotte, NC",unknown,,,AutoCAD,2026-09-08T11:43:04-04:00,exact,2026-09-08T16:50:50Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8177975
Syska Hennessy Group,Mechanical Engineer Summer Intern,Not stated,True,,Internship,,Mechanical Design,"Jacksonville, FL",unknown,,,AutoCAD,2026-09-08T13:22:46-04:00,exact,2026-09-08T21:22:24Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8178051
Bosch,Design Engineer Intern,Not stated,True,,Internship,,Mechanical Design,"Vernon Hills, IL, United States",unknown,188,,Creo; CAD; CFD,2026-09-08T14:11:58.228Z,exact,2026-09-08T16:50:50Z,https://jobs.smartrecruiters.com/BoschGroup/744000148250710
Bosch,Design Engineer Intern,Not stated,True,,Internship,,Mechanical Design,"Vernon Hills, IL, United States",unknown,188,,Creo; CAD; CFD,2026-09-08T14:15:05.169Z,exact,2026-09-08T16:50:50Z,https://jobs.smartrecruiters.com/BoschGroup/744000148252267
Bosch,Test Engineer Intern,Not stated,True,,Internship,,Test & Validation,"Vernon Hills, IL, United States",unknown,188,,,2026-09-08T14:13:44.624Z,exact,2026-09-08T16:50:50Z,https://jobs.smartrecruiters.com/BoschGroup/744000148253129
Allegion,Summer Intern - Mechanical Engineer,Not stated,True,,Internship,,Mechanical Design,"Princeton, IL",unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T16:50:50Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Princeton-IL/Summer-Intern---Mechanical-Engineer_JR37342-2
Astemo,Quality Engineer Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Rock Spring, Georgia, United States of America",unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://astemo.wd102.myworkdayjobs.com/Global_Career_Site/job/Rock-Spring-Georgia-United-States-of-America/Quality-Engineer-Intern_J0051817
The Boeing Company,"Boeing Engineering & Technology Innovation Graduate Researcher Program, Aerodynamics Intern",Not stated,True,,Internship,,"Thermal, Fluids & Propulsion","USA - Huntington Beach, CA",citizens-only,28,,C++; CFD; Linux,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://boeing.wd1.myworkdayjobs.com/EXTERNAL_CAREERS/job/USA---Huntington-Beach-CA/Boeing-Engineering---Technology-Innovation-Graduate-Researcher-Program--Aerodynamics-Intern_JR2026523782
BorgWarner,Automation and Controls Engineering Intern,Not stated,True,,Internship,,Controls & Mechatronics,Arden - North Carolina - USA,unknown,4,,Python; C++; SQL,2026-09-08T00:00:00Z,date_only,2026-09-08T16:50:50Z,https://borgwarner.wd5.myworkdayjobs.com/BorgWarner_Careers/job/Arden---North-Carolina---USA/Automation-and-Controls-Engineering-Co-Op_R2026-0976
BorgWarner,Quality Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,Arden - North Carolina - USA,unknown,4,,Six Sigma,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://borgwarner.wd5.myworkdayjobs.com/BorgWarner_Careers/job/Arden---North-Carolina---USA/Quality-Engineering-Intern_R2026-3555
Danaher Corporation,Mechanical Engineering Intern Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"Logan, Utah, United States",unknown,3,,SolidWorks; CAD,2026-09-08T00:00:00Z,date_only,2026-09-10T05:00:54Z,https://danaher.wd1.myworkdayjobs.com/danaherjobs/job/Logan-Utah-United-States/Mechanical-Engineering-Intern-Summer-2027_R1317859
Gilead Sciences,Intern - PDM - Global External Quality (Global Supplier Quality),Not stated,True,,Internship,,Manufacturing & Quality,United States - California - Foster City,unknown,272,,,2026-09-08T00:00:00Z,date_only,2026-09-08T11:35:09Z,https://gilead.wd1.myworkdayjobs.com/gileadcareers/job/United-States---California---Foster-City/Intern---PDM---Global-External-Quality--Global-Supplier-Quality-_R0054881
Graco,Manufacturing Engineering Co-Op (January - August 2027),Summer 2027,False,,Co-op,,Manufacturing & Quality,"Anoka, Minnesota, USA",no-sponsorship,,,AutoCAD; CAD; React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Anoka-Minnesota-USA/Manufacturing-Engineering-Co-Op_R0023507
Graco,Manufacturing Engineering Co-op (May - December 2027),Summer 2027,False,,Co-op,,Manufacturing & Quality,"Anoka, Minnesota, USA",no-sponsorship,,,AutoCAD; CAD; React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Anoka-Minnesota-USA/Manufacturing-Engineering-Co-op--May---December-2027-_R0023613
Graco,Manufacturing Engineering Co-Op (May - December 2027),Summer 2027,False,,Co-op,,Manufacturing & Quality,"Dayton, Minnesota, USA",no-sponsorship,,,AutoCAD; CAD; React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Dayton-Minnesota-USA/Manufacturing-Engineering-Co-Op_R0023506
Graco,Manufacturing Engineering Co-op (January - August 2027),Summer 2027,False,,Co-op,,Manufacturing & Quality,"Dayton, Minnesota, USA",no-sponsorship,,,AutoCAD; CAD; React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Dayton-Minnesota-USA/Manufacturing-Engineering-Co-op--January---August-2027-_R0023612
Graco,Manufacturing Engineering Co-Op (May - December 2027),Summer 2027,False,,Co-op,,Manufacturing & Quality,"Rogers, Minnesota, USA (David Koch Center)",no-sponsorship,,,AutoCAD; CAD; React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Rogers-Minnesota-USA-David-Koch-Center/Manufacturing-Engineering-Co-Op_R0023504
Graco,Manufacturing Engineering Co-op (January - August 2027),Summer 2027,False,,Co-op,,Manufacturing & Quality,"Rogers, Minnesota, USA (David Koch Center)",no-sponsorship,,,AutoCAD; CAD; React,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Rogers-Minnesota-USA-David-Koch-Center/Manufacturing-Engineering-Co-op--January---August-2027-_R0023611
Meijer,Labor Industrial Engineering Intern- Summer 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"Grand Rapids, MI",unknown,57,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://meijer.wd5.myworkdayjobs.com/Meijer/job/Grand-Rapids-MI/Labor-Industrial-Engineering-Intern--Summer-2027_R000698645
Momentive,Summer 2027 P2-Production Engineer Intern,Summer 2027,False,,Internship,,Manufacturing & Quality,US WV Friendly,unknown,44,,Six Sigma; Lean Manufacturing,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://momentive.wd1.myworkdayjobs.com/MC/job/US-WV-Friendly/Summer-2027-P2-Production-Engineer-Intern_R9800
Merck,2027 Future Talent Program - Manufacturing Intern,Summer 2027,False,,Internship,,Manufacturing & Quality,USA - North Carolina - Durham (Old Oxford),unknown,,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---North-Carolina---Durham-Old-Oxford/XMLNAME-2027-Future-Talent-Program---Manufacturing-Intern_R416739
Merck,2027 Future Talent Program - Elkton Manufacturing Co-op,Summer 2027,False,,Co-op,,Manufacturing & Quality,USA - Virginia - Elkton,unknown,,,Six Sigma,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Virginia---Elkton/XMLNAME-2027-Future-Talent-Program---Elkton-Manufacturing-Co-op_R412910
Merck,2027 Future Talent Program - Elkton Manufacturing Intern,Summer 2027,False,,Internship,,Manufacturing & Quality,USA - Virginia - Elkton,unknown,,,Six Sigma,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://msd.wd5.myworkdayjobs.com/searchjobs/job/USA---Virginia---Elkton/XMLNAME-2027-Future-Talent-Program---Elkton-Manufacturing-Intern_R412907
Northrop Grumman,2027 Mechanical Engineering Intern - Roy UT,Summer 2027,False,,Internship,,Mechanical Design,United States-Utah-Roy,citizens-only,,$23–$29/hr,,2026-09-08T00:00:00Z,date_only,2026-09-09T04:58:36Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Utah-Roy/XMLNAME-2027-Mechanical-Engineering-Intern---Roy-UT_R10249871
Northrop Grumman,2027 Test Engineering Intern - Roy UT,Summer 2027,False,,Internship,,Test & Validation,United States-Utah-Roy,citizens-only,,$23–$29/hr,,2026-09-08T00:00:00Z,date_only,2026-09-09T04:58:36Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Utah-Roy/XMLNAME-2027-Test-Engineering-Intern---Roy-UT_R10249875
SWBC,Quality Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,"San Antonio, TX",unknown,,,Java; C#,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://swbc.wd1.myworkdayjobs.com/swbccareers/job/San-Antonio-TX/Quality-Engineering-Intern_R0015483-2
